Index,NewsID,DeclareDate,Title,NewsContent,情绪
8849,65818092,2016-01-05,机械行业:国产航母开建 军改将带来大变化,"　　1、 核心组合:华讯方舟、四川九洲、航天发展、国睿科技、巨星科技、南方汇通、南方泵业、光电股份。上周组合涨幅1.66%(80%仓位),本周80%仓位,核心组合15年累计增长121.26%,同期沪深300指数增长5.58%,申万机械指数增长46.77%,申万军工指数增长28.50%。  　　2、 重点组合:中直股份、中航飞机、中航动控、隆鑫通用、亿利达、中船防务、龙马环卫、应流股份、长荣股份、海特高新、四创电子、智云股份、华中数控。  　　3、本期核心观点: 16年投资策略-经济在筑底,自上而下新设备将持续演绎,传统行业未见星光,自下而上关注企业转型,主题投资将成为主流投资方式之一,下周重点关注国产航母开建的意义和军改带来的变化,军工板块经过调整,目前进入估值低位区间。  　　国防军工:空天一体战争呼唤新型军队,战略由韬光养晦迈入积极有为。  　　中国人民解放军陆军领导机构、中国人民解放军火箭军、中国人民解放军战略支援部队成立大会12月31日在八一大楼隆重举行。军队体制改革宣传加强,军工改革加快进行。近期军工板块估值进入历史中位区间,从第二艘航母到军改,说明军工仍然是战略性板块,如果从主战装备角度来看,站在空间争夺战的角度,推荐军工几大主战装备:中直股份,发动机板块等;信息空间战标的:航天发展、中国卫星等;资本运作标的:国睿科技、光电股份、四川九洲、四创电子;军民融合上升为国家战略,民参军阶段性弹性比较大:华讯方舟、雷科防务、新研股份、通达动力等。  　　智能装备和人工智能板块:工业机器人需求多点开花,未来系统集成商将加速整合,近期物流企业纷纷上市,后续将显著加大智能物流装备的投入,智能物流设备将获得阶段性高成长。服务机器人、特种机器人越来越受资本市场重视。服务机器人是个中期无天花板的行业。高层提出把智能制造和机器人纳入国家创新战略,目前工业集成领域目前需求全面启动,行业内企业都开始寻找硬件或者软件集成能力强的团队来提升自己的技术实力,为了获得更大的订单。未来三年行业将整合加剧,未来机器人和人工智能、工业4.0将是长期大主题。  　　核电板块:中国核工业集团公司董事长孙勤和中国广核集团有限公司董事长贺禹在北京签订协议,共同投资设立华龙国际核电技术有限公司,将为“华龙一号”融合发展及市场开拓注入更强大的动力,助推“华龙一号”在更多国家和地区落地。核电技术的成熟将有力支撑我国核电行业在国内外的快速发展。  　　我们独家对市场上的核电后市场企业进行调研后发现核电后市场空间巨大,国家对核废料处理已经开始重点布局,通过国内研发及从法国引进相结合,建议重点关注应流股份、台海核电、久立特材。  　　4、上周行业涨幅:上周机械行业指数下跌1.6%,国防军工行业指数下跌0.5%,同期沪深300指数下跌2.8%。在细分子行业中,航空军工板块涨幅为0.1%。  　　我们重点关注的大冷股份涨幅为9.8%,巨星科技涨幅为6.7%。  　　5、上周调研、重点报告:机械军工2016年投资策略:聚焦制造2025,掘金新装备大浪潮;楚天科技:收购实施一平台战略,长期受益医药工业4.0。  　　6、近期关注:一号文件;军队和军工体系改革;核电行业进展。  　　7、风险提示:新兴转型企业不达预期;宏观经济增速下行超预期。",正向
8850,65818096,2016-01-05,传媒互联网行业:关注CES催动下的VR主题投资机会,"　　【中泰传媒互联网团队·周观点】上一周是承接15年开启16年的一周,受大盘以及中小创整体行情不振影响,传媒板块颓势依旧,出现较大幅度回调。纵观2016年,我们认为三大方向有望成为资产配置的重点:1)影视IP领域;2)体育领域;3)新科技领域。影视IP领域进入16年,将逐步回归理性投资,拥有优质IP以及过硬制作能力的企业有望脱颖而出,获得资本的青睐。体育领域受16年体育大年、政府推动以及全民健身热潮推动,将继续维持高速发展态势。新科技领域,本周将在美国举办CES大会,而VR成为关注的焦点,我们看好VR硬件商用化后对内容的带动,游戏应用有望成为优先突破点。  　　推荐关注:唐德影视(IP原创及精品内容制作实力)、奥拓电子(体育优质资源合作方)、万家文化(电竞及二次元娱乐新贵)、当代东方(转型新秀,内容制作+IP+院线布局影视产业链)、中南传媒(在线教育实力派)、奥飞动漫(打造动漫全产业链的龙头)。  　　本周传媒板块整体继续维持较为低迷态势,跌幅4.02%仅次于综合板块位列第二。本周中小板跌幅为1.47%,表现好于创业板(-1.68%)和沪深300(-2.79%)。从传媒各个子版块来看,本周各大板块均呈现不同程度跌势,广播电视跌幅居前(-5.35%),互联网板块次之(-5.13%),平面媒体(-2.86%)与电影动画表现稍好(2.48%),整合营销板块跌幅最小(1.49%)。  　　一周行业观察:(1)最新电影票房播报:老炮儿逆袭,2015年全年票房440亿;(2)阿里文学推“光合计划”:推中短作品以及精品扶持;(3)CES2016即将开幕,虚拟现实成主角;(4)全国体育局长会议召开,深入推进体育事业改革创新工作。  　　最新公司动态:天舟文化(300148):定增收购游爱网络、投资收购人民今典以及派娱科技51%股权;骅威股份(002502):拟定增13.08亿元收购掌娱天下、有乐通100%股权;唐德影视(300426):发布定增方案,高管认购+产业资源引入,彰显公司未来发展信心。",负向
8851,65818099,2016-01-05,2015股混牛基点评：天时地利人和 选牛基还看人和,　　疯牛快熊，牛基招数各异 　　2015年，A股历经疯牛与快熊切换，尝遍千古跌停滋味，于9月横盘反省，于10月开启反弹，蓝筹终究未逆袭成功，中小盘坚挺收官。全年来看，中小板指暴涨53.7%，创业板指暴涨84.41%，上证指数仅涨9.41%，沪深300仅涨5.58%。从股混基金表现看，主动股基平均涨45.84%，混合偏股平均涨47.03%、混合灵活平均涨41.95%，混合平衡平均涨34.74%、混合偏债平均涨19.33%。 　　凯石金融产品研究中心在主动股基和混合基金中选出业绩排名靠前的15只基金，思路是涵盖主动股混基金中排名前10基金，同时尽量包含二级分类中排名靠前的基金。从结果看，主动股票型基金按业绩排名选前三，混合偏股按业绩排名选前三，混合灵活（个基业绩突出且总数较多）按业绩排名选前七，混合平衡（样本总量较少）按业绩排名选前一，混合偏债（收益整体偏低）按业绩排名选前一。  　　2015年是A股市场大起大落的一年，年度业绩只是基金产品在跨越整年市场之后的累计数据，然而从图表1可看出，年度业绩靠前的基金并非在各个市场阶段都持续表现靠前，我们将基金业绩分解如下： 　　股灾之前，富国城镇发展、富国低碳环保、华宝兴业服务优选、易方达新兴成长、宝盈新价值等基金产品依靠基金管理人优秀的管理能力，在市场中脱颖而出，业绩斐然。 　　然而，打江山容易守江山难，如何将高收益在股灾中留存下来是2015年基金经理共同面对的难题。在股灾中有两类基金在风险控制上表现突出，一类是新华行业轮换配置A、长盛电子信息主题、浦银安盛战略新兴产业、益民服务领先等基金产品，在2015年上半年IPO启动期间转型为打新基金，使得这些基金在股灾中具有良好的抗跌优势。另一类是基金经理主动进行仓位或结构调整从而在股灾中控制回撤的基金产品，如富国低碳环保及时调整了持仓结构，浦银安盛精致生活及时降低仓位，使得这两只基金在暴跌中业绩显著超越其他基金。 　　股灾后反弹是冲刺年终排名的重要阶段，在股灾后的盘整和四季度反弹中，除富国低碳环保和益民服务领先两只产品的业绩未及时跟进，其余产品多获得了40%~70%的收益率，浦银安盛战略新兴产业涨69.54%，易方达新兴成长涨68.49%，浦银安盛精致生活长64.06%，成为了这三只基金年终业绩冲刺的主要动力。 　　总体来看，在2015年疯牛与快熊切换的市场中，在疯牛中累计足够厚的收益和在快熊中控制回撤都是成就牛基的法宝。当市场逐步回归平稳之后，具备卓越的选股能力并对市场保持敏感，及时跟进反弹行情也是牛基不可或缺的能力。     更多详情请见附件,正向
8852,65818103,2016-01-05,医药行业:新技术、新业态,"　　海通医药1月视点:我们认为,板块估值高企和行业增速下滑的矛盾将贯穿2016年全年,新的产业趋势和新的成长领域或将是主要的投资机会所在。从目前的情况来看,我们认为2016年的投资机会主要包括三个方面:1)具备颠覆性的技术创新,典型的包括从基因测序到精准医疗的主题延伸;2)部分有望显著受益于新医改的细分领域,如服务、商业、康复养老等;3)国企改革的相关催化, 如目前估值具备较强安全边际、短期存在较明显催化剂的国药系等。短期来看, 整个市场运行方向不明,在投资方面建议结合催化剂,配置部分安全边际较强的优质龙头。  　　政策层面。中医药法(草案)获国务院常务会议通过。药审改革继续深化,化学药BE 试验备案管理制、临床数据核查等政策细则逐步落实;工信部消费品司副司长吴海东指出制剂出口和创新将是医药产业“十三五”规划的重点。  　　市场层面。12月份全指医药指数上涨6.45%,上证综指上涨2.72%,沪深300指数上涨4.62%,医药指数跑赢大盘。12月份医药板块涨幅前20名中次新股、原料药板块、精准医疗、小市值个股居多;其中原料药相关有亿帆鑫富,受安邦增持影响,同仁堂表现抢眼,精准医疗相关中源协和上涨较快。  　　海通医药12月月度组合表现。海通医药的2015年12月月度组合:恒瑞医药、爱尔眼科、华东医药、片仔癀、信邦制药、华兰生物、瑞康医药、国药股份, 当月涨幅7.08%,跑赢医药指数0.64个百分点。  　　未来建议继续超配医药板块,维持“增持”评级。医药制造业承压,医疗服务、医疗器械、医药流通领域趋势整体向好,趋势明确;其次医药企业中创新已经渐成气候,企业转型的速度可能会超过市场预期,未来空间很大,十三五期间, 泛医疗服务和创新将是行业发展的两大趋势,也是未来市场投资的主要方向。  　　海通医药1月组合。建议估值支撑力度高,2016年成长逻辑明确的公司。1月组合为信邦制药、长春高新、澳洋科技、东富龙、爱尔眼科、恒瑞医药、老百姓、国药股份(排名不分先后)。  　　风险提示。政策多变期,板块估值波动和内部分化仍将继续;市场风格转换的可能风险。",正向
8853,65818107,2016-01-05,社会服务行业:成都明年起执行境外旅客购物退税政策,"　　【峨眉山A,关于控股股东增持公司股份的公告】  　　根据中国证监会和深圳证券交易所的有关要求,峨眉山旅游股份有限公司控股股东四川省峨眉山乐山大佛旅游集团总公司于2015年12月30日通过资产管理方式增持了公司股份1,374,494股。  　　截止本公告日,公司控股股东集团公司通过《华西证券—四川省峨眉山乐山大佛旅游集团总公司—兴业银行定向资产管理业务资产管理合同》约定的资产管理方式共计买入本公司股份1,374,494股,占公司总股本的0.26%。  　　增持金额为人民币20,006,706元,增持平均单价14.556元/股。完成了上述增持公司股份的计划。本次增持计划实施前,控股股东集团公司持有公司股份170,347,250股,占公司总股本的32.33%,本次增持计划完成后,集团公司持有公司股份171,721,744股,占公司总股本的32.59%。  　　【北京文化,关于出售天合晟景100%股权的公告】  　　经北京中和谊资产评估有限公司评估报告(中和谊评报字[2015]21072号),北京天合晟景物业管理有限公司100%股权评估价值为2,593.31万元。北京中和谊资产评估有限公司具有证券期货相关业务评估资格,有关评估报告的具体情况请查看同日巨潮资讯网披露的《天合晟景评估报告书》;本次交易金额为6,000万元,公司近一期经审计资产总额为150,667.21万元,净资产为92,490.87万元,净利润为7,984.37万元,根据《公司章程》和《深圳交易所上市规则》等规定,本次交易需经董事会审议通过,无需股东大会审议。本次交易不构成关联交易,也不构成《上市公司重大资产重组管理办法》规定的重大资产重组。  　　【西安旅游,关于按期收回理财产品收益的公告】  　　西安旅游股份有限公司于2015年3月30日购买由陕西协和资产管理有限公司承销的渭南市聚华小额贷款股份有限公司001号小额贷款收益权产品及潼关县聚邦小额贷款有限责任公司002号小额贷款收益权产品,合同期一年。  　　按合同约定,本次应收理财收益276.04万元,已于2015年12月29日全额收回。",中性
8854,65818109,2016-01-05,煤炭行业:需求阶段性恢复 1月板块不悲观,"　　动力煤:12月需求季节性回暖致港口煤价反弹,1月港口供需仍将维持强势。12月六大电厂日耗环比回升5.91万吨至60.21万吨,库存环比下降6.40%, 日均耗季节性提升助力沿海需求环比回暖,四港吞吐量环比回升11.04万吨, 但受制于前期弱势煤价港口供给维持低位,四港库存环比下降35.74%,港口被动去库下供需趋紧,煤价反弹15元。1月冬季需求仍将保持高位,进口关税下降、张唐线投运将部分缓解下水煤市场供应不足的局面。按照正常季节性特征,春节之前港口库存需要扭转降势并补至2016年的高位水平,虽然我们预计高位水平将较往年明显下移,但考虑到当前港口库存水平之低和向下速度较快,1月的港口供需仍有较大缺口需要填补,进口关税、张唐线恐怕难以救急, 煤价偏强的概率较大。关注1月港口补库情况和煤企春节假期延长幅度对坑口高位库存去化的作用,可能对节后煤价走势起到至关重要的作用。  　　炼焦煤:12月终端需求改善,煤价弱势企稳,1月煤价稳中偏强。12月社会钢材库存持续去化,终端需求的改善致使季节性补库时点被延后。前期盈利降至低点后钢厂持续减产,供需改善下钢价中旬以来持续反弹,Myspic 指数低位上涨4.60%。钢厂盈利12月环比低位回升,但绝对盈利依旧较差,减产延续, 部分监控产地煤价走弱,但在下半月终端需求持续改善,焦化开工转为震荡的情况下,煤价得以企稳。本轮工业品补库带动的需求恢复仍在延续,预计1月下游盈利开工将开始恢复,炼焦煤供需边际改善应是可以期待,下游低位原材库存将使炼焦煤对终端需求变化较为敏感,煤价大概率稳中偏强,但库存短周期影响毕竟有限,我们对明年的地产投资仍不乐观,黑色产业链需求趋势性恢复的概率较小。  　　投资建议  　　1月基本面阶段性改善延续,供给侧改革预期发酵,板块有望取得超额收益。12月煤炭行业指数上涨0.77%,跑输万得全A 指数4.57个百分点。1月基本面仍将阶段性向好,供给侧改革预期提升,看好板块取得超额收益:1、1月基本面仍将维持阶段性向好,动力煤港口价格有望延续反弹,炼焦煤稳中偏强; 2、近期地产相关数据环比有所回暖,终端需求回暖助力钢价持续反弹,利于提振周期股预期;3、供给侧改革相关政策有助提振板块长期预期;4、标的上推荐改革重组预期较强、集团(地方国资)资产量大优质的地方煤炭国企,如大有能源、昊华能源、兖州煤业、恒源煤电、云维股份等。",正向
8855,65818111,2016-01-05,计算机行业:人工智能成为CES展的“主角”,"　　投资建议:CES展是每年开年之初科技界的头等大事,某种程度上几乎成为科技产业发展趋势的风向标,而本次CES展由于人工智能产业化落地的加快而更令人期待,无人驾驶、机器人等成为各大巨头“竞相争艳”的重点,众多突破性的产品和技术以及巨头间的合作有望在这期间批量涌现,我们建议重点布局这两个方向:  　　在无人驾驶及车联网领域,重点关注索菱股份、四维图新、东软集团、科大讯飞、千方科技、双林股份等;  　　在机器人等人工智能其他领域,重点关注汉王科技、东方网力、科远股份、佳都科技、川大智胜等。",正向
8856,65818193,2016-01-05,风电行业:稳步突破瓶颈加速能源转型,"　　中国的可再生能源事业发展迅猛,风力发电视模已占全球的约三成,预计未来五年间以中国为首的亚洲仍然是增长的主动力,亚洲装机增量有望达到140GW,其中中国有望保持每年25GW以上的装机量。这主要归因于我国能源迫切转型的需求,环境问题严重,而风电在新能源中相对成熟,这使得我国风电发展还有巨大空间。  　　中国风电电价下调常态化。  　　继今年1月出台风电上网电价调整通知后,今年10月出台了风电电价继续下调相关的讨论稿,而目前新的风电电价下调方案已经获得国家发改委和国家能源局审核,该方案相比于2015年10月30日发布的电价下调讨论稿而言,风电电价调整结果好于预期。新的电价政策为:2016年,I-III资源区上网电价各降低2分/度,IV类降低1分/度;2017年不下调,2018年,I-III类资源区各下调3分/度,IV类降低2分/度。密集出台的电价调整政策体现了国家降低新能源电价,逐步去补贴化的决心。经测算,若电价下调幅度与风电利用小时数提升能够同步,则对风电运营的IRR影响不大。  　　弃风限电有望好转三方面渠道加速风电消纳。  　　今年风电弃风率没有得到改善,目前,国家已经高度重视这个问题,通过三方面来力促风电上网。(1)特高压风火捆绑外送:随着能源局提出防治雾霾特高压通道,以及第二批“五交五直”的核准在即,在建、拟建的特高压通道中新增“三北”外送通道14条,容量达到102GW,外送地区包括内蒙古、甘肃、新疆等弃风限电尤为严重的区域。(2)智能电网灵活调配。(3)配额制及审批区域的限制,近日更出台《国家能源局派出机构权利和责任清单(试行)》规定:电网企业未全额收购可再生能源电量,造成可再生能源发电企业经济损失的,承担赔偿责任。  　　这些举措有助于逐步改善弃风现状。  　　产业链分析:风机制造商颇具弹性,“资源优势+规模优势”构建运营商核心竞争力。  　　风电产业链中,风电运营商的长远发展主要依赖于规模优势和区位优势,五大电力集团不仅具有雄厚的装机规模,同时在风况优质的三北地区配备了大量风电场,预期未来弃风率改善后会常年贡献稳定利润。风电运营商的核心竞争力为资源优势+规模优势。中游的风机制造商也具有较大弹性,龙头风电整机厂商由于具有技术优势和品牌优势,我们认为在项目向南发展、行业规则强化、质量先于价格的几大趋势下,风机制造环节集中度将进一步提升,龙头厂商有望获得更多的市场份额。关键核心零部件厂商也值得关注。  　　重点推荐关注:金风科技(2208.hk)、龙源电力(0916.hk)、华能新能源(0958.hk)中国高速传动(0658.hk)风险提示:特高压建设投产晚于预期;风况与限",正向
8857,65818195,2016-01-05,纺织服装行业:四季度销售情况低于预期 继续推荐确定转型标的,"　　行业及公司追踪:1、卡奴迪路追踪:今日我们发布了《卡奴迪路深度报告:拥有海外轻奢品牌供应链优势,进口跨境电商试运营》:定增目前处于反馈阶段,员工持股计划参与购买。公司优势在于海外轻奢品牌供应链,未来有望打通线上线下,摩登大道电商平台已上线试运营,为主打轻奢的进口跨境电商,公司积极拥抱互联网+时尚O2O 产业,是市值最小的进口跨境电商标的,同时主打轻奢,具备稀缺性,维持买入评级。2:服务业系列沙龙追踪:上周我们在北京举办了服务业系列沙龙之一:冬奥会冰雪运动产业沙龙:我国体育产业发展增速目标高,冬季项目有望形成新的增长极,期待行业更多利好催化剂落地。我国滑雪场盈利模式主要为投入小、回收快或发展为综合型的滑雪旅游度假社区。我国冰雪运动迎来前所未有发展良机,有望充分享受冬奥会红利,产业链上多环节均受益。3、美盛文化追踪:公司对微媒互动投资6000万元(占15%股权),微媒互动是一家以互联网主流平台为主要阵地的自营媒体。2015年1-11月营业收入4572万,净利润1292万。4、商赢环球追踪:公司世峰黄金采矿权新证预计2个月内取得,股权转让协议有效;公司已失去对世峰黄金的控制权,不再纳入合并报表。5、探路者追踪:公司与行知探索签署了《投资意向协议》,拟以所持极之美的全部股权对行知探索进行增资,增资完成后,极之美成为行知探索的全资子公司; 公司募集资金由原来的21亿变为12.8亿,“露营滑雪及户外多功能体验中心项目” 不再属于本次非公开发行股票募集资金投资项目。6、搜于特追踪:全资子公司搜于特供应链管理有限公司(出资5100万)与秦恩建等6人共出资1亿元人民币设立广东聚亚特供应链管理有限公司。7、新民科技追踪:公司已履行完毕私募基金备案的相关承诺。自私募基金备案完成之日起,公司可以实施本次重组方案。8、美邦服饰追踪:公司控股股东华服投资购买公司股份449万股(占总股本0.18%),成交均价为6.71元/股,合计3009万元。本次增持后,华服投资持有公司12.7亿股(占总股本50.38%)。9、富安娜追踪:公司回购了93万股(占总股本0.108%),均价为12.02元/股,共用1120万元。截至公告日,共回购2607万股(占总股本3.03%)。10、际华集团追踪:公司为全资子公司3542公司提供1亿借款的担保,为期7年。11、朗姿股份追踪:公司控股股东、实际控制人申东日质押1312万股(占总股份6.56%),累计质押6287万股(占31.4%)。12、上海三毛追踪:公司董事长、总裁张文卿辞去职务,董事会同意邹宁为新任董事长及公司总裁。13、浔兴股份追踪:公司非公开发行的4,800万股新股将于2016年1月6日上市。14、百隆东方:公司子公司淮安百隆向三德置业续租厂房,每月租金为76.9万元,续租期为1年。  　　上周纺织服装板块表现强于市场。上周纺织服装指数跌1.2%,相对申万A 指数涨0.91%。其中,纺织制造指数跌1.68%,相对申万A 指涨0.43%;服装家纺指数跌0.85%,相对申万A 指涨1.26%。  　　我们的观点:持续看好冰雪运动产业,推荐确定性转型的相关标的。我们认为现阶段可关注转型确定且有外延预期的相关标的:推荐商赢环球(供应链整合+品牌运营,已回复反馈等待上会,16年外延并购催化剂多)、卡奴迪路(市值最小的跨境电商+体育标的)、探路者(冰雪布局第一股,滑雪场试运营,有持续性外延预期)、跨境通(出口跨境电商高增长,进口跨境电商有望超预期)、美盛文化(持续布局动漫产业生态圈,有持续性外延预期);此外可关注转型预期较大的大杨创世、联发股份。近期龙头白马调整较多,推荐海澜之家和森马服饰。",正向
8858,65818197,2016-01-05,多家公司披露重要股东不减持公告,　　1月5日晚间，多家上市公司“接力”发布控股股东或高管等重要股东持股“加锁”公告——即延长相关限售股解禁期或承诺在一定期限内不减持。目前包括已公告公司包括：聚飞光电、神农基因、光环新网、上海绿新、海源机械等，后续相关公告将持续更新。 　　神农基因1月5日晚间公告，公司控股股东、董事和高级管理人员承诺：在2016年7月7日之前，公司控股股东、董事和高级管理人员不通过二级市场减持公司股份。 　　聚飞光电1月5日晚间公告，基于对公司未来发展前景的坚定信心及对公司价值的认可，为维护公司二级市场股价的稳定，控股股东、实际控制人邢其彬承诺：自2016年1月5日起六个月内不减持其所持有的公司股票。若违反上述承诺，减持股份所得全部归公司所有。 　　海源机械1月5日晚间公告，控股股东海诚投资、持股5%以上股东海源实业为提升市场信心、维护公司股价、保护公司股东利益，同时基于对公司未来发展前景的信心以及对公司价值的认可，承诺：自2016年1月6日起半年内不减持公司股份。 　　光环新网1月5日晚间公告，基于对公司未来持续稳定发展的信心以及看好国内资本市场长期投资的价值，为促进公司持续、稳定、健康发展和维护广大股东利益，持有公司股份的董事、监事及高级管理人员（侯焰、袁丁、高宏、陈浩、齐顺杰、李超、庞宝光、汝书伟）承诺：六个月内不减持本人直接、间接持有的公司股份，包括承诺期间通过二级市场或以符合中国证监会和深圳证券交易所规定的方式增持的公司股份，若违反上述承诺，减持股份所得全部归公司所有。,正向
8859,65818199,2016-01-05,文化传媒行业:VR与二次元的碰撞 虚拟星团与UGC的畅想,"　　VR元年,二次元内容率先破冰。从中长期看VR万亿级市场慢慢发酵,硬件发展带来的芯片、传感器和代工厂的增长会最先体现。内容上将使软件工具,开发平台,内容提供和市场渠道整个产业链都有新的机会。我们判断2016年是VR元年,将是大互联网公司的平台之争和相关行业公司在VR应用领域的抢跑。从文化传媒的角度看,预计2016二次元内容将在VR平台上率先实现盈利,VR直转播也会出现。  　　二次元受众扩大,盈利模式更多样,国漫精品化时机将近。根据艾瑞咨询的测算2017年我国二次元人群将达到3亿。二次元人群的比例提高和吸金能力逐渐提升导致二次元文化被社会的接受度越来越高,我国二次元人群的对喜欢的作品付费意愿强烈并对国产动漫有着非常大的期待。业内成功例子已经出现,未来将看到大量精品化作品爆发。  　　展望虚拟星团,IP与星团的极致。版权类IP自带粉丝且属于公司,其成功已经受到了市场的检验,一个大型IP可以培养一批明星;SNH48这类大量明星的星团在可以满足各类粉丝喜爱的基础上也起到了削弱单个艺人,强调偶像团体的作用。虚拟偶像这类新的模式如果成功,可以使故事版权,艺人的所有授权乃至艺人本身都是公司所有的IP。虚拟偶像初音未来收入过5亿人名币,偶像团体LOVELIVE!(μ's)5年内带动了500亿人名币的消费。  　　用户自生内容(UGC)有望成为行业新的增长点。UGC是指用户产生内容,这是互联网独特的内容形成模式,用户既是内容接受者同时也是内容制造者。UGC内容产生过程经过用户检验且自带粉丝,近年热炒的网络剧剧本IP大都是UGC。文字形态的UGC已经通过市场检验,未来我们看好漫画、音乐等领域的UGC形式的实现变现。  　　建议关注标的。  　　VR:暴风科技,顺网科技,凤凰传媒,乐视网  　　二次元:奥飞动漫,万家文化,美盛文化,天润控股  　　UGC:中文在线,中南重工,奥飞动漫,万家文化",正向
8860,65818209,2016-01-05,汽车行业:传统与新兴齐飞,"　　传统汽车:行业景气度回升,结构性机会  　　行业景气回升,1.6L购置税减半政策,2015年部分抑制需求将带动16年传统汽车高于潜在增速运行,行业低估值龙头企业将获得超额收益。  　　SUV渗透率持续提升,关注有竞争力SUV产品的公司。  　　重点标的:长安汽车、长城汽车  　　节能与新能源汽车:轻量化、新能源物流车、充电基础设施  　　汽车节能是必然趋势,资源限制和政策约束力度逐渐加大。轻量化和高效内燃机等是主要技术,我们看好轻量化发展前景,推荐万丰奥威、广东鸿图  　　2016年新能源汽车将从15年的补贴驱动回归到品质驱动,竞争力强的产品才能获得高额补贴。2大看点:1)新能源物流车将引领16年新能源汽车高增长,关注江淮汽车、江铃汽车、福田汽车。2)充电基础设施政策支持力度加大,车桩缺口大,发展空间可期,推荐关注万马股份、奥特迅等  　　汽车后市场:反垄断措施、信息公开、互联网重构  　　汽车保有量快速增长,提供后市场大空间  　　反垄断政策不断加码,打破配件等垄断渠道,利好第三方零配件,维修企业  　　重点标的:隆基机械2",正向
8861,65818211,2016-01-05,半导体行业:盘点2015 收购兼并成行业主题,"　　盘点2015年半导体行业的关键词,首先肯定是收购。随着半导体集中度的不断提高,整合兼并肯定会成为今后很长时间内的热点。国内半导体收购如火如荼,最根本的还在于,资本的收购,可能会实现弯道超车。  　　CES来袭,热门概念受宠  　　美国时间1月6日,一年一度的CES就即将召开,除了市场此前普遍关注的VR,无人驾驶,智能家居等热门概念之外,在芯片领域,又有哪些黑科技会让人眼前一亮呢三星针对穿戴式设备市场推出了自己的一体式健康芯片SamsungBio-Processor。高通公布了面向消费无人机和机器人应用的“高通骁龙飞行器”平台,该平台基于骁龙801芯片。而Nvidia也不甘示弱,推出了面向消费级无人机的芯片模块:TegraX1和JetsonTX1。  　　一周行情  　　本周上证综指下跌2.65%,深圳成指下跌2.77%,创业板指下跌3.4%,集成电路(申万)指数下跌2%,费城半导体指数下跌1.62%,11月北美半导体设备BB值0.96。",正向
8862,65818213,2016-01-05,食品饮料行业:攻守兼备 加配食品饮料 布局春季躁动,"　　一周板块回顾:本周大盘下跌2.45%,食品饮料板块下跌1.7%,跑赢大盘0.7个百分点。  　　在申万28个子行业中排名第13。年末最后四个交易日,个股表现平淡,前一周涨幅较大的板块有回调。分子行业看,唯一上涨板块是食品综合(1%),白酒(-0.9%)和调味品(-0.9%)调整较小。软饮料(-4%)、肉制品(-3.9%)、乳制品(-3.6%)调整较大。从市值规模角度,大市值比小市值调整小。个股方面,沱牌(6%)、老白干(5.5%)、佳隆股份(5%)涨幅居前,得利斯(-11%)、黑牛(-9%)、爱普股份(-8%)跌幅居前。  　　投资建议:12月进入旺季以来,食品饮料板块表现出色,单月涨幅7.8%,在28各子行业中排第5,大盘同期涨2.7%。我们12月来一直建议从中期布局和配置两个角度积极配置食品饮料,核心推荐的四个中期品种顺鑫农业、泸州老窖、汤臣倍健、洽洽食品月涨幅22%、17%、19%、9%,现在继续推荐。顺鑫农业12月发布公告剥离部分房地产资产和电子商务公司,市场关注度正在提高,但由于公司业务的复杂性,市场预期依然混乱,公司未来实际上三层催化剂1)非主业剥离聚焦酒肉,赚价值修复的钱2)可能的国企改革,赚制度红利的钱3)酒肉内生和外延增长,赚业绩的钱。仅考虑第一层催化剂聚焦主业,则一年目标价32元,对应市值180亿,如果第二层催化剂落地,市值可看200亿以上(参考《继续剥离非主业聚焦酒肉 打造大众酒第一品牌 建议买入》)。泸州老窖发布业绩预告,低于市场一致预期,但实际动销恢复很好,只是年底确认费用较多,公司改善趋势不变,16-17年收入和利润弹性都很大,维持买入(参考《业绩预告略低预期 经营向好趋势不变 维持买入》)。汤臣倍健发布预告,符合预期,我们预计在新渠道的推动下,新品将实现爆发式增长,公司商业模式由提供产品向提供服务转变有利于估值提升,维持买入(参考《业绩预增20%-40%符合预期,看好渠道调整及新品持续爆发增长》。洽洽食品发布,大股东拟发行可交换债,该债券具有上市公司A 股的交换权,公司16年将积极发展电商零食业务,迎合行业风口,继续推荐(参考《产品加速创新 电商积极布局》)。此外,进入1月份,业绩预告和年报临近,从分红和股息率的角度,根据去年分红率测算,股息率目前较高的是双汇发展(4.2%)、伊利股份(2.5%)、洽洽食品(3%)、茅五洋泸四家龙头酒企(2-3%)、汤臣倍健(1.6%)、海天味业(1.5%),从业绩增长和分红率提升空间看,建议关注高端白酒茅台、五粮液、洋河。  　　板块目前16年动态PE22.2倍,白酒PE17.7倍,相对A 股分别溢价34%和7%,12月以来溢价率回升,整体已接近1年历史平均,建议标配。本周推荐标的不变,围绕“景气+国改”(顺鑫、老窖、恒顺等)、“景气+创新”(汤臣、洽洽)、配置型(伊利、洋河、茅台)三条思路。建议关注停牌中的三元股份,以及啤酒、红酒中的转型类公司。  　　核心推荐:顺鑫农业、泸州老窖、汤臣倍健、洽洽食品、中炬高新;伊利股份、洋河股份、贵州茅台。",正向
